date,isbn,retailer,title,price,url
260605,9781401251345,Cheap Graphic Novels,GREEN LANTERN BY GEOFF JOHNS OMNIBUS VOL 01 HC,74.99,https://cheapgraphicnovels.com/green-lantern-by-geoff-johns-omnibus-vol-01-hc
260605,9781401251468,Cheap Graphic Novels,PUNK ROCK JESUS DELUXE EDITION HC,23.99,https://cheapgraphicnovels.com/punk-rock-jesus-deluxe-edition-hc
260605,9781401253134,Cheap Graphic Novels,,,
260605,9781401254728,Cheap Graphic Novels,GOTHAM ACADEMY VOL 01 TP,10.49,https://cheapgraphicnovels.com/gotham-academy-vol-01-tp
260605,9781401255268,Cheap Graphic Novels,GREEN LANTERN BY GEOFF JOHNS OMNIBUS VOL 02 HC,74.99,https://cheapgraphicnovels.com/green-lantern-by-geoff-johns-omnibus-vol-02-hc
260605,9781401258207,Cheap Graphic Novels,GREEN LANTERN BY GEOFF JOHNS OMNIBUS VOL 03 HC,74.99,https://cheapgraphicnovels.com/green-lantern-by-geoff-johns-omnibus-vol-03-hc
260605,9781401258313,Cheap Graphic Novels,,,
260605,9781401263119,Cheap Graphic Novels,BATMAN THE DARK KNIGHT RETURNS TP,12.99,https://cheapgraphicnovels.com/batman-the-dark-knight-returns-tp
260605,9781401263126,Cheap Graphic Novels,DOOM PATROL (1987) BOOK 01 TP,20.99,https://cheapgraphicnovels.com/doom-patrol-1987-book-01-tp
260605,9781401267353,Cheap Graphic Novels,FLASH BY MARK WAID BOOK 01 TP,20.99,https://cheapgraphicnovels.com/flash-by-mark-waid-book-01-tp
260605,9781401267452,Cheap Graphic Novels,,,
260605,9781401270261,Cheap Graphic Novels,,,
260605,9781401271947,Cheap Graphic Novels,,,
260605,9781401278991,Cheap Graphic Novels,,,
260605,9781401283292,Cheap Graphic Novels,,,
260605,9781401283544,Cheap Graphic Novels,MISTER MIRACLE TP,14.99,https://cheapgraphicnovels.com/mister-miracle-tp
